uf,regiao,bioma,mes,precipitacao_mm,precipitacao_max_24h_mm,dias_com_chuva,temperatura_media_c,umidade_relativa_pct,rajada_vento_max_kmh,altitude_m,declividade_media_pct,densidade_demografica_hab_km2,pct_area_urbana,indice_vegetacao_ndvi,tipo_desastre
PA,Norte,Amazonia,10,189.9,95.3,13,24.6,88.7,66.9,125.0,8.8,162.9,24.7,0.561,tempestade
MT,Centro-Oeste,Cerrado,2,295.4,67.5,25,26.1,76.0,59.9,427.0,10.0,16.5,14.1,0.717,nenhum
ES,Sudeste,Mata Atlantica,11,229.5,84.5,17,21.4,72.8,36.1,405.0,15.4,394.1,25.2,0.578,nenhum
RJ,Sudeste,Mata Atlantica,8,68.9,29.5,6,19.4,77.2,31.0,113.0,9.8,59.2,17.2,0.402,nenhum
RJ,Sudeste,Cerrado,5,58.0,11.2,4,19.9,82.8,17.9,1287.0,18.1,1759.6,20.8,0.379,nenhum
AL,Nordeste,Mata Atlantica,9,17.5,9.2,1,24.0,67.8,24.0,389.0,17.2,40.1,15.5,0.322,estiagem_seca
RN,Nordeste,Caatinga,5,88.1,61.9,7,27.1,52.8,46.6,99.0,11.4,16.7,19.5,0.306,tempestade
ES,Sudeste,Mata Atlantica,4,153.9,48.8,11,21.0,87.5,35.4,327.0,10.1,94.8,28.0,0.473,nenhum
AL,Nordeste,Caatinga,4,123.1,18.8,12,26.9,76.9,71.1,445.0,9.9,136.7,26.9,0.491,tempestade
SP,Sudeste,Cerrado,7,27.2,8.2,4,20.9,71.3,65.0,154.0,16.6,101.6,21.0,0.322,incendio_florestal
CE,Nordeste,Caatinga,8,44.0,22.8,4,21.6,46.4,21.3,254.0,3.1,24.6,15.4,0.305,nenhum
PE,Nordeste,Cerrado,3,225.0,56.0,19,29.4,78.2,17.3,243.0,2.0,139.5,22.7,0.616,nenhum
GO,Centro-Oeste,Pantanal,3,160.6,27.8,18,23.7,63.6,24.1,1132.0,10.2,7.5,13.6,0.502,nenhum
GO,Centro-Oeste,Cerrado,12,155.4,55.1,8,24.3,86.9,75.8,1153.0,5.1,1.4,12.2,0.567,tempestade
MG,Sudeste,Mata Atlantica,7,50.7,22.3,7,21.5,80.3,89.3,750.0,5.1,75.1,27.5,0.176,tempestade
GO,Centro-Oeste,Cerrado,11,85.8,23.0,7,26.3,85.1,49.3,778.0,10.5,1242.5,22.0,0.303,nenhum
SC,Sul,Mata Atlantica,4,125.9,28.0,11,20.0,75.1,51.6,218.0,13.0,110.2,26.0,0.39,nenhum
MG,Sudeste,Cerrado,4,104.0,57.3,8,17.6,71.4,20.5,628.0,8.8,13.7,16.5,0.458,nenhum
SC,Sul,Mata Atlantica,4,91.6,53.2,6,16.5,86.0,38.3,271.0,13.8,27.0,20.5,0.487,nenhum
MG,Sudeste,Mata Atlantica,7,78.6,38.9,4,18.0,72.7,74.5,430.0,10.3,44.0,20.6,0.387,tempestade
SP,Sudeste,Mata Atlantica,10,118.9,32.0,6,21.2,79.5,25.4,650.0,14.7,11.3,13.7,0.371,nenhum
SP,Sudeste,Mata Atlantica,7,54.4,21.9,3,20.8,71.8,47.0,243.0,5.5,9.9,15.1,0.319,nenhum
MS,Centro-Oeste,Pantanal,4,75.3,17.9,4,26.5,66.6,51.0,736.0,5.5,77.2,29.7,0.262,incendio_florestal
PE,Nordeste,Cerrado,12,44.5,14.4,3,29.5,59.3,23.5,312.0,10.4,83.9,26.1,0.265,estiagem_seca
SP,Sudeste,Mata Atlantica,7,54.4,18.1,6,16.0,65.3,44.5,425.0,9.8,10.8,12.4,0.277,nenhum
RR,Norte,Amazonia,5,152.6,35.0,8,22.6,84.7,14.9,101.0,10.0,5.6,14.9,0.485,nenhum
PA,Norte,Amazonia,1,163.8,37.7,14,27.1,75.6,30.0,190.0,10.6,31.3,16.0,0.47,nenhum
SC,Sul,Pampa,7,86.6,30.0,5,15.8,71.2,4.8,543.0,10.4,22.6,20.8,0.518,nenhum
PA,Norte,Amazonia,8,120.1,57.5,10,25.2,95.7,33.1,192.0,1.4,111.2,20.6,0.464,nenhum
MT,Centro-Oeste,Cerrado,12,233.6,130.9,17,26.0,77.5,37.3,357.0,9.4,13.8,20.8,0.578,tempestade
MG,Sudeste,Cerrado,3,179.3,45.6,16,17.7,85.0,32.3,634.0,20.3,68.8,17.2,0.549,nenhum
RN,Nordeste,Mata Atlantica,2,72.2,17.8,1,27.6,69.8,60.8,38.0,12.3,78.0,27.3,0.452,tempestade
SC,Sul,Mata Atlantica,12,478.8,163.3,31,18.7,88.3,36.4,325.0,8.0,137.8,17.3,0.739,inundacao
SE,Nordeste,Caatinga,7,57.6,28.3,3,19.1,67.9,110.0,110.0,9.5,37.2,19.3,0.315,tempestade
PR,Sul,Mata Atlantica,1,172.0,43.6,19,19.7,74.4,31.3,546.0,15.4,15.0,18.6,0.495,nenhum
RJ,Sudeste,Mata Atlantica,2,229.4,89.1,19,25.6,75.4,22.7,246.0,20.0,26.8,19.0,0.66,deslizamento
MA,Nordeste,Caatinga,6,78.1,34.4,7,25.6,64.9,26.8,240.0,18.9,31.5,17.2,0.333,nenhum
CE,Nordeste,Caatinga,8,18.2,8.0,1,22.8,65.9,53.8,37.0,4.0,824.9,24.5,0.321,tempestade
AL,Nordeste,Cerrado,3,133.1,21.9,10,26.2,66.7,36.8,464.0,10.2,18.9,23.1,0.629,estiagem_seca
SE,Nordeste,Caatinga,5,95.9,26.5,7,26.3,70.8,40.9,229.0,2.7,713.6,27.3,0.385,nenhum
MA,Nordeste,Mata Atlantica,9,14.8,7.8,0,27.1,77.9,28.0,33.0,9.3,44.9,21.4,0.251,estiagem_seca
PR,Sul,Mata Atlantica,12,206.9,72.9,17,19.1,83.4,20.2,441.0,14.5,23.0,23.6,0.5,nenhum
SE,Nordeste,Caatinga,6,66.4,27.3,3,22.6,55.3,11.6,171.0,17.2,15.3,14.1,0.467,nenhum
RJ,Sudeste,Mata Atlantica,5,108.3,47.8,7,21.8,72.7,26.0,1070.0,3.9,8.3,15.6,0.468,nenhum
MA,Nordeste,Cerrado,5,59.6,24.6,4,27.0,42.1,31.6,323.0,2.6,31.6,23.7,0.197,incendio_florestal
PR,Sul,Pampa,2,251.2,96.7,17,22.4,92.3,34.8,486.0,5.9,37.5,21.7,0.691,inundacao
PI,Nordeste,Cerrado,1,69.9,26.0,4,34.3,61.9,27.5,197.0,13.5,42.2,18.3,0.351,estiagem_seca
MT,Centro-Oeste,Cerrado,11,256.1,79.5,22,28.2,71.9,37.0,457.0,12.2,1138.6,40.3,0.621,tempestade
ES,Sudeste,Mata Atlantica,1,154.3,61.0,10,21.8,85.6,55.8,46.0,10.6,329.0,32.8,0.433,nenhum
PA,Norte,Amazonia,10,392.7,138.3,25,23.9,92.3,33.9,227.0,3.4,47.3,18.4,0.684,inundacao
SP,Sudeste,Mata Atlantica,3,222.4,145.5,19,22.6,84.7,53.4,237.0,22.2,22.4,14.1,0.565,deslizamento
PE,Nordeste,Caatinga,9,21.1,8.6,3,28.0,59.5,32.0,392.0,17.6,5.0,14.8,0.282,estiagem_seca
SP,Sudeste,Mata Atlantica,12,322.8,161.3,26,26.3,85.2,86.2,1090.0,19.0,61.2,28.4,0.704,tempestade
SP,Sudeste,Mata Atlantica,9,113.0,25.3,7,18.1,66.2,42.6,900.0,18.7,182.2,34.1,0.37,nenhum
MG,Sudeste,Mata Atlantica,9,80.6,19.9,5,20.4,67.1,18.4,688.0,19.1,293.1,34.1,0.275,nenhum
TO,Norte,Amazonia,4,285.2,88.0,23,21.3,88.3,32.7,70.0,7.5,17.8,17.2,0.78,inundacao
PI,Nordeste,Cerrado,8,51.5,13.5,3,26.3,61.4,36.4,432.0,4.9,5.4,14.8,0.41,estiagem_seca
PE,Nordeste,Caatinga,8,94.4,39.7,7,24.4,59.3,47.3,852.0,12.9,41.7,22.3,0.312,nenhum
CE,Nordeste,Cerrado,6,78.9,36.3,13,23.2,71.3,38.4,565.0,18.9,84.8,16.6,0.345,nenhum
AL,Nordeste,Cerrado,1,32.5,19.8,3,30.7,53.6,20.0,76.0,9.6,25.1,18.9,0.286,estiagem_seca
RS,Sul,Mata Atlantica,11,123.3,36.5,13,25.2,84.8,29.0,501.0,1.5,83.6,17.5,0.472,nenhum
DF,Centro-Oeste,Cerrado,3,142.6,40.3,14,26.0,68.5,37.9,803.0,12.4,34.7,24.8,0.509,nenhum
ES,Sudeste,Mata Atlantica,12,236.7,75.0,19,25.0,84.2,53.5,102.0,8.5,52.0,24.4,0.614,inundacao
AL,Nordeste,Caatinga,12,79.6,11.1,8,30.8,68.3,72.6,217.0,13.3,58.7,15.8,0.312,tempestade
MA,Nordeste,Caatinga,1,78.6,30.9,6,28.2,69.6,47.9,239.0,3.2,36.9,15.8,0.395,nenhum
MT,Centro-Oeste,Amazonia,9,151.3,62.3,12,22.4,63.1,55.3,679.0,9.9,6.0,15.7,0.456,nenhum
SE,Nordeste,Mata Atlantica,8,26.0,14.9,3,22.9,65.3,23.1,432.0,12.7,253.3,33.7,0.269,estiagem_seca
PE,Nordeste,Mata Atlantica,3,119.0,18.5,10,25.9,70.2,53.1,85.0,11.3,16.9,18.3,0.48,nenhum
MT,Centro-Oeste,Cerrado,10,84.8,10.6,7,24.4,59.4,48.6,1256.0,7.5,1.2,11.7,0.525,nenhum
DF,Centro-Oeste,Pantanal,2,170.4,30.8,7,29.2,84.7,38.6,486.0,7.8,34.1,17.9,0.629,nenhum
SC,Sul,Mata Atlantica,3,267.7,81.4,16,18.1,94.1,64.0,247.0,8.7,69.8,18.0,0.726,tempestade
PI,Nordeste,Cerrado,12,104.0,48.0,4,30.3,72.8,39.8,178.0,0.5,164.9,33.1,0.345,incendio_florestal
GO,Centro-Oeste,Pantanal,9,76.5,26.5,3,21.5,67.8,37.0,515.0,13.2,54.1,16.2,0.313,nenhum
CE,Nordeste,Mata Atlantica,2,72.0,32.3,2,30.2,65.3,35.4,14.0,2.2,44.6,18.1,0.433,estiagem_seca
PB,Nordeste,Caatinga,2,46.4,24.1,4,29.1,61.4,52.6,161.0,12.0,49.8,19.5,0.336,estiagem_seca
ES,Sudeste,Mata Atlantica,4,118.9,47.7,8,19.2,81.2,27.7,384.0,16.2,13.8,17.1,0.39,nenhum
MA,Nordeste,Caatinga,1,34.7,15.1,5,32.3,66.8,39.4,170.0,6.6,23.7,16.6,0.306,estiagem_seca
RJ,Sudeste,Mata Atlantica,3,175.8,65.3,14,22.1,80.8,60.6,555.0,18.2,147.8,20.5,0.526,nenhum
DF,Centro-Oeste,Cerrado,7,90.6,24.5,9,21.2,69.0,20.3,82.0,3.4,18.5,15.3,0.378,nenhum
AC,Norte,Amazonia,1,267.8,134.7,24,27.7,84.8,38.8,127.0,13.9,49.1,20.3,0.681,tempestade
SC,Sul,Mata Atlantica,4,177.7,76.1,13,18.8,81.0,29.5,310.0,7.7,21.0,23.1,0.489,nenhum
MT,Centro-Oeste,Cerrado,4,138.1,55.5,11,23.7,64.8,31.7,1002.0,14.7,15.5,22.0,0.381,nenhum
SP,Sudeste,Cerrado,12,128.2,39.5,8,21.7,73.8,22.7,587.0,16.1,30.2,19.9,0.584,nenhum
GO,Centro-Oeste,Cerrado,12,90.4,19.3,6,27.0,69.9,20.2,960.0,4.2,31.0,15.3,0.385,nenhum
RS,Sul,Mata Atlantica,11,231.6,32.6,16,20.4,91.6,27.2,664.0,16.3,32.4,23.2,0.672,nenhum
BA,Nordeste,Caatinga,5,63.6,11.0,6,23.5,68.7,16.9,228.0,15.2,60.6,19.3,0.23,nenhum
GO,Centro-Oeste,Cerrado,7,69.8,12.3,8,21.6,57.3,27.8,1159.0,10.9,2.3,10.4,0.282,nenhum
RJ,Sudeste,Mata Atlantica,7,91.2,13.6,7,18.1,72.1,66.3,1152.0,14.5,21.4,22.2,0.315,nenhum
PE,Nordeste,Caatinga,11,50.6,23.4,2,27.7,70.3,12.4,27.0,9.9,91.8,15.6,0.26,incendio_florestal
MA,Nordeste,Caatinga,9,30.5,6.0,4,27.0,51.2,39.1,526.0,9.7,323.8,18.3,0.211,estiagem_seca
SC,Sul,Pampa,11,119.1,39.3,14,19.6,75.9,21.6,930.0,7.8,6.6,13.8,0.389,nenhum
RJ,Sudeste,Mata Atlantica,7,117.1,57.4,9,16.8,78.2,29.9,1527.0,17.5,7.7,13.1,0.508,nenhum
SP,Sudeste,Cerrado,12,159.4,56.5,9,24.9,69.6,24.2,921.0,9.5,55.3,24.4,0.443,nenhum
SP,Sudeste,Cerrado,9,134.6,46.5,9,21.1,78.0,20.4,415.0,18.7,182.7,34.3,0.269,nenhum
SP,Sudeste,Cerrado,9,182.1,37.4,16,22.1,69.6,32.8,1184.0,8.3,12.7,16.5,0.568,nenhum
SC,Sul,Mata Atlantica,8,151.4,49.0,3,18.1,78.8,24.3,666.0,11.6,2.6,14.2,0.477,nenhum
MG,Sudeste,Mata Atlantica,5,61.4,10.7,4,24.6,67.1,48.3,391.0,10.1,56.7,24.1,0.425,nenhum
MA,Nordeste,Cerrado,8,31.4,5.2,2,25.9,62.0,24.8,409.0,8.0,10.9,13.2,0.292,estiagem_seca
PA,Norte,Amazonia,5,103.9,21.9,10,26.2,91.5,92.9,87.0,4.8,424.6,36.2,0.447,tempestade
RJ,Sudeste,Cerrado,8,23.2,5.6,1,19.7,74.2,28.2,504.0,19.4,33.2,23.4,0.234,estiagem_seca
MG,Sudeste,Mata Atlantica,4,277.1,64.6,21,20.2,87.2,44.3,100.0,16.0,6.8,13.5,0.648,inundacao
MT,Centro-Oeste,Amazonia,10,298.3,204.3,22,23.4,71.5,63.9,1186.0,10.1,10.4,16.4,0.722,inundacao
PE,Nordeste,Caatinga,7,70.0,23.0,7,22.1,57.3,31.1,33.0,9.8,49.0,16.9,0.269,nenhum
AL,Nordeste,Caatinga,9,47.4,12.7,3,25.9,67.8,47.0,306.0,13.6,23.8,14.2,0.402,estiagem_seca
MS,Centro-Oeste,Cerrado,3,153.9,103.9,9,28.2,62.8,30.1,1071.0,15.7,45.7,17.9,0.477,tempestade
RJ,Sudeste,Cerrado,10,139.4,76.2,8,21.0,80.0,30.9,394.0,12.1,3145.0,41.3,0.298,nenhum
SE,Nordeste,Cerrado,10,46.7,7.2,2,25.8,69.0,41.5,60.0,11.4,8.2,11.7,0.365,estiagem_seca
ES,Sudeste,Mata Atlantica,2,173.2,78.9,10,22.7,71.1,36.8,481.0,4.9,121.5,23.4,0.507,nenhum
ES,Sudeste,Mata Atlantica,5,96.5,35.7,7,21.0,62.8,58.1,572.0,15.2,286.1,28.2,0.285,nenhum
PR,Sul,Mata Atlantica,9,134.5,86.9,8,20.9,82.3,36.5,409.0,1.8,234.9,26.4,0.471,nenhum
AC,Norte,Cerrado,11,333.6,96.3,24,25.3,84.9,83.6,109.0,6.1,8.7,17.4,0.643,tempestade
SC,Sul,Pampa,9,224.5,49.7,27,15.3,90.9,46.9,180.0,2.1,45.9,16.9,0.683,nenhum
ES,Sudeste,Cerrado,6,51.8,15.6,7,18.3,74.0,68.8,51.0,10.3,4.5,16.6,0.314,estiagem_seca
RJ,Sudeste,Cerrado,4,530.3,118.2,30,20.9,70.7,26.3,274.0,17.6,127.8,24.2,0.689,deslizamento
TO,Norte,Amazonia,11,272.1,168.2,22,29.7,93.8,36.8,94.0,0.4,19.6,20.9,0.647,inundacao
MT,Centro-Oeste,Cerrado,11,115.0,14.0,11,26.5,78.7,29.2,1091.0,4.2,64.4,28.1,0.297,nenhum
SP,Sudeste,Cerrado,11,146.1,49.4,14,21.7,84.5,33.9,22.0,11.0,306.6,22.1,0.537,nenhum
CE,Nordeste,Cerrado,4,140.5,44.8,7,26.3,65.7,36.0,609.0,7.0,56.3,28.5,0.395,nenhum
MT,Centro-Oeste,Cerrado,6,83.8,62.8,8,22.9,56.8,109.0,987.0,4.6,54.8,23.6,0.22,tempestade
RJ,Sudeste,Cerrado,3,214.9,46.7,15,22.1,73.0,54.5,594.0,5.0,28.3,16.5,0.589,nenhum
RJ,Sudeste,Mata Atlantica,12,391.4,102.5,27,23.9,99.6,24.8,274.0,6.4,259.9,26.8,0.601,inundacao
RO,Norte,Amazonia,11,355.8,81.5,26,25.0,89.9,71.5,39.0,17.3,17.3,15.6,0.746,inundacao
MT,Centro-Oeste,Cerrado,3,416.9,308.2,27,25.1,68.7,45.8,1059.0,4.0,75.4,26.4,0.604,inundacao
PI,Nordeste,Mata Atlantica,3,75.5,12.0,5,29.0,59.9,5.1,671.0,17.1,94.7,28.0,0.324,incendio_florestal
RS,Sul,Mata Atlantica,7,94.1,31.6,3,18.5,75.9,33.9,433.0,7.5,124.4,22.3,0.421,nenhum
PR,Sul,Mata Atlantica,5,336.9,86.4,30,14.7,92.9,31.6,82.0,9.7,64.4,24.7,0.659,inundacao
PI,Nordeste,Caatinga,6,42.8,11.5,3,25.2,67.9,43.5,287.0,12.7,9.0,13.4,0.388,estiagem_seca
BA,Nordeste,Cerrado,5,67.8,27.1,1,25.9,63.8,19.2,104.0,10.6,40.4,18.1,0.422,nenhum
CE,Nordeste,Caatinga,9,29.5,17.6,1,26.1,73.2,85.4,147.0,8.9,3.4,13.7,0.227,estiagem_seca
DF,Centro-Oeste,Cerrado,11,252.4,108.3,23,28.2,60.8,29.9,166.0,4.0,28.0,16.4,0.706,tempestade
RS,Sul,Mata Atlantica,12,205.0,71.7,15,19.5,85.8,36.7,68.0,6.3,107.4,26.5,0.683,nenhum
DF,Centro-Oeste,Pantanal,6,27.4,11.0,3,21.8,59.9,25.0,183.0,9.0,182.0,19.0,0.213,estiagem_seca
AC,Norte,Amazonia,10,288.4,139.8,21,26.1,89.9,23.3,248.0,7.5,15.8,19.1,0.592,tempestade
RO,Norte,Amazonia,9,242.7,65.4,14,25.6,84.0,16.4,262.0,13.1,891.6,25.5,0.688,nenhum
MA,Nordeste,Caatinga,3,40.3,9.3,7,27.1,76.0,50.5,196.0,11.5,4.1,13.1,0.26,incendio_florestal
RJ,Sudeste,Mata Atlantica,10,249.9,119.5,22,20.7,75.3,47.5,1094.0,14.2,83.2,23.9,0.797,deslizamento
SP,Sudeste,Mata Atlantica,5,154.7,84.0,11,16.3,81.4,32.2,725.0,16.5,96.5,16.9,0.484,nenhum
RJ,Sudeste,Mata Atlantica,8,50.5,18.1,4,19.1,68.9,41.1,1356.0,10.4,99.1,25.0,0.232,incendio_florestal
RN,Nordeste,Cerrado,9,30.1,14.5,0,26.3,70.2,23.1,275.0,3.7,76.0,27.6,0.214,estiagem_seca
PR,Sul,Pampa,12,166.3,89.6,10,21.2,85.0,31.4,279.0,12.6,47.5,27.0,0.599,nenhum
PE,Nordeste,Caatinga,12,115.1,31.3,12,30.8,68.2,22.6,615.0,11.0,532.7,33.1,0.299,nenhum
RJ,Sudeste,Mata Atlantica,10,130.7,38.9,9,20.2,76.1,19.2,450.0,10.6,8.9,17.5,0.439,nenhum
RS,Sul,Pampa,7,107.6,35.2,8,16.9,74.3,22.4,500.0,2.0,25.9,24.0,0.384,nenhum
DF,Centro-Oeste,Pantanal,5,123.2,51.6,11,22.4,66.7,23.0,106.0,4.1,50.4,27.1,0.241,nenhum
RS,Sul,Mata Atlantica,6,123.6,40.0,12,15.5,78.3,41.5,579.0,11.2,34.3,21.4,0.405,nenhum
PB,Nordeste,Cerrado,12,100.4,55.8,10,31.1,78.8,35.6,520.0,19.1,10.5,12.9,0.409,estiagem_seca
MG,Sudeste,Mata Atlantica,3,69.7,18.2,8,25.9,76.1,29.8,1594.0,22.7,105.8,24.9,0.27,nenhum
PA,Norte,Amazonia,7,46.3,7.0,3,24.0,79.5,36.8,160.0,6.6,62.0,19.6,0.355,incendio_florestal
GO,Centro-Oeste,Amazonia,9,105.3,15.2,9,24.4,76.1,24.0,1297.0,7.6,530.9,39.1,0.408,nenhum
RN,Nordeste,Caatinga,1,108.6,48.9,5,29.0,68.0,21.0,523.0,10.6,144.9,28.9,0.399,nenhum
AC,Norte,Amazonia,8,106.2,24.0,13,20.8,86.3,23.7,61.0,6.7,218.0,28.2,0.305,nenhum
TO,Norte,Amazonia,4,186.8,62.0,13,24.1,91.1,38.7,178.0,3.4,205.8,21.5,0.489,nenhum
PB,Nordeste,Caatinga,4,103.2,33.9,7,28.5,62.8,25.3,339.0,9.3,9.4,14.5,0.498,nenhum
SP,Sudeste,Cerrado,8,59.2,22.0,8,20.8,80.4,33.4,651.0,22.3,26.3,16.5,0.499,nenhum
MS,Centro-Oeste,Cerrado,1,139.6,72.9,12,27.6,69.0,34.0,332.0,11.5,27.5,19.1,0.539,nenhum
RN,Nordeste,Caatinga,2,186.7,62.2,13,27.0,64.7,30.1,35.0,4.5,236.1,25.2,0.573,nenhum
RS,Sul,Mata Atlantica,6,93.5,16.9,4,17.2,79.1,15.4,293.0,10.5,57.6,22.1,0.313,nenhum
RS,Sul,Mata Atlantica,8,167.4,64.2,13,15.8,85.1,28.2,271.0,3.0,47.0,16.1,0.54,nenhum
AP,Norte,Amazonia,2,328.9,122.3,25,30.1,88.5,44.3,65.0,7.1,42.5,19.9,0.579,inundacao
MS,Centro-Oeste,Cerrado,5,156.7,87.8,13,23.7,68.4,54.5,407.0,7.4,234.3,33.2,0.502,nenhum
MG,Sudeste,Mata Atlantica,4,142.1,24.1,8,17.5,84.8,49.2,417.0,16.7,10.6,12.8,0.471,nenhum
SP,Sudeste,Cerrado,7,68.4,34.4,6,20.0,79.8,47.8,1710.0,16.6,50.0,14.3,0.277,nenhum
PI,Nordeste,Caatinga,4,60.4,17.3,4,26.3,59.5,17.8,123.0,11.3,443.1,30.7,0.265,incendio_florestal
SP,Sudeste,Cerrado,1,518.2,63.9,23,24.2,91.3,60.4,155.0,10.7,102.3,19.4,0.699,inundacao
AC,Norte,Amazonia,7,113.6,35.1,10,21.3,85.9,23.3,69.0,13.7,27.2,19.5,0.44,nenhum
BA,Nordeste,Caatinga,11,35.1,21.2,5,28.5,63.4,26.7,314.0,7.6,71.9,16.8,0.296,estiagem_seca
SP,Sudeste,Cerrado,8,84.3,38.5,3,16.3,71.1,36.8,407.0,18.3,5.4,17.2,0.403,nenhum
MG,Sudeste,Mata Atlantica,5,153.0,39.0,15,21.4,82.7,56.5,83.0,12.3,17.5,19.4,0.42,nenhum
MG,Sudeste,Mata Atlantica,6,60.7,25.3,7,16.8,72.0,21.6,159.0,19.9,29.8,17.5,0.265,nenhum
RO,Norte,Amazonia,2,532.8,206.7,26,29.3,100.0,116.0,26.0,6.5,9.2,18.8,0.611,tempestade
MA,Nordeste,Caatinga,3,168.3,64.3,19,25.9,72.0,34.3,24.0,15.9,132.3,28.8,0.403,nenhum
AP,Norte,Cerrado,6,180.4,79.1,16,22.1,77.6,34.9,186.0,7.7,8.2,12.8,0.565,nenhum
AL,Nordeste,Caatinga,8,43.3,19.5,8,23.7,53.8,34.2,370.0,3.7,283.4,35.7,0.146,incendio_florestal
RO,Norte,Amazonia,6,116.5,29.2,11,23.5,86.6,50.2,22.0,1.6,106.8,16.5,0.456,nenhum
MS,Centro-Oeste,Pantanal,12,247.5,72.9,15,31.2,77.0,49.6,703.0,9.2,17.9,22.7,0.547,estiagem_seca
MS,Centro-Oeste,Cerrado,8,102.7,57.6,6,20.1,66.0,22.0,115.0,2.3,22.2,15.2,0.47,nenhum
SP,Sudeste,Mata Atlantica,1,411.7,88.3,28,25.6,90.9,46.2,260.0,20.5,47.1,15.2,0.702,deslizamento
CE,Nordeste,Cerrado,7,40.1,24.3,3,24.1,60.5,42.8,485.0,6.5,183.6,26.7,0.165,incendio_florestal
AM,Norte,Amazonia,7,73.3,20.4,7,20.5,78.3,60.2,14.0,0.6,43.2,19.8,0.384,nenhum
SP,Sudeste,Cerrado,1,232.2,69.8,20,23.4,82.1,15.8,921.0,18.8,213.6,24.0,0.617,nenhum
RR,Norte,Amazonia,5,132.5,50.8,10,23.3,79.9,65.0,258.0,13.0,46.9,26.4,0.518,nenhum
RS,Sul,Mata Atlantica,11,164.1,85.2,10,22.7,76.9,60.6,155.0,12.8,125.2,15.8,0.518,incendio_florestal
AP,Norte,Amazonia,5,68.0,20.4,8,23.2,86.5,54.0,98.0,16.7,418.2,23.6,0.214,nenhum
RJ,Sudeste,Cerrado,6,102.2,62.0,9,16.1,80.4,71.6,65.0,11.2,66.0,18.3,0.378,tempestade
SC,Sul,Mata Atlantica,3,395.7,126.5,30,19.7,79.0,64.0,547.0,3.4,9.9,13.3,0.676,inundacao
SP,Sudeste,Cerrado,1,331.8,112.0,29,27.7,86.0,49.5,538.0,12.8,35.9,15.8,0.645,inundacao
MG,Sudeste,Mata Atlantica,4,167.1,26.0,20,18.7,84.0,32.1,1042.0,6.7,872.5,25.0,0.542,nenhum
SP,Sudeste,Mata Atlantica,10,70.0,40.0,5,20.6,69.1,20.6,854.0,15.8,22.3,14.7,0.433,nenhum
AP,Norte,Amazonia,12,628.3,343.3,26,27.9,90.2,41.7,102.0,2.5,3.1,11.3,0.729,tempestade
MG,Sudeste,Cerrado,8,100.1,45.4,12,17.7,65.0,66.3,832.0,15.6,11.5,17.0,0.337,nenhum
RS,Sul,Mata Atlantica,10,123.4,44.7,14,21.5,66.0,30.6,528.0,8.2,33.5,15.8,0.479,nenhum
SC,Sul,Mata Atlantica,8,117.5,78.2,6,14.2,85.9,35.0,663.0,17.4,98.6,30.5,0.394,nenhum
MT,Centro-Oeste,Cerrado,8,35.2,6.9,3,25.0,83.3,40.1,879.0,8.6,264.9,22.9,0.219,incendio_florestal
AL,Nordeste,Caatinga,6,89.7,45.3,13,20.6,67.1,30.8,425.0,5.5,14.1,17.6,0.489,nenhum
RJ,Sudeste,Mata Atlantica,1,273.8,71.3,24,23.5,89.9,43.3,1184.0,8.7,349.9,33.8,0.634,nenhum
RJ,Sudeste,Cerrado,5,129.6,28.0,11,21.2,86.6,31.4,1358.0,31.6,140.0,28.8,0.37,deslizamento
AL,Nordeste,Cerrado,11,44.5,15.7,5,28.3,68.3,36.2,416.0,20.0,233.6,17.3,0.299,estiagem_seca
AL,Nordeste,Caatinga,7,37.2,25.9,1,20.6,63.3,40.8,129.0,7.2,208.8,24.2,0.289,incendio_florestal
PI,Nordeste,Caatinga,10,28.9,8.7,2,31.0,64.9,12.2,607.0,6.2,26.9,22.5,0.382,nenhum
MS,Centro-Oeste,Cerrado,1,256.7,151.6,22,26.5,71.1,33.4,301.0,7.9,710.2,39.8,0.647,inundacao
MA,Nordeste,Caatinga,3,117.3,41.0,5,28.9,58.0,42.1,60.0,4.7,341.7,31.6,0.351,incendio_florestal
RR,Norte,Cerrado,4,190.3,50.4,11,26.0,81.1,31.0,204.0,10.5,55.2,19.9,0.609,nenhum
PA,Norte,Amazonia,5,186.5,102.2,13,24.9,98.7,77.6,39.0,7.2,396.3,29.5,0.537,tempestade
RS,Sul,Mata Atlantica,12,144.7,52.0,12,21.3,88.4,14.4,438.0,3.4,2490.6,41.3,0.307,nenhum
AC,Norte,Cerrado,6,130.5,32.0,15,22.3,93.7,58.6,63.0,5.4,215.1,24.8,0.346,nenhum
RO,Norte,Amazonia,8,54.9,13.9,7,22.0,70.7,29.1,157.0,17.5,2.7,14.2,0.281,nenhum
GO,Centro-Oeste,Cerrado,8,38.0,12.7,5,24.6,69.4,48.0,147.0,6.4,4.3,12.5,0.241,incendio_florestal
PB,Nordeste,Cerrado,6,76.8,15.7,8,24.2,58.7,30.9,265.0,3.2,76.5,29.3,0.254,nenhum
SC,Sul,Mata Atlantica,12,408.1,108.9,30,20.0,73.9,49.6,20.0,15.1,12.8,18.6,0.706,inundacao
RS,Sul,Pampa,3,86.1,15.5,6,19.2,80.0,40.6,299.0,4.8,16.7,21.5,0.436,nenhum
